County,State,Populaton,Income,Employment Rate,Growth Rate,Land Records,GIS Maps,Zoning,Water,Sewer,Gas,Electricity,Online?,Frequency,Auction Link(s),Next Auction,New Upcoming Auctions
Matagorda County,Texas,"36,255","$55,174",54.10%,0.65%,,,,,,,,,,,,
Walker County,Texas,"76,400","$55,134",43.90%,1.92%,,,,,,,,,,,,
Delaware County,Oklahoma,"40,397","$55,114",48.70%,0.53%,,,,,,,,,,,,
Prince Edward County,Virginia,"21,849","$55,082",44.00%,0.68%,,,,,,,,,,,,
Sullivan County,Indiana,"20,817","$54,985",51.30%,0.41%,,,,,,,,,,,,
Dyer County,Tennessee,"36,801","$54,973",55.10%,0.16%,,,,,,,,,,,,
Delta County,Michigan,"36,903","$54,829",48.60%,0.02%,,,,,,,,,,,,
Hockley County,Texas,"21,537","$54,810",58.30%,0.85%,,,,,,,,,,,,
Coshocton County,Ohio,"36,612","$54,687",53.70%,0.68%,,,,,,,,,,,,
Valencia County,New Mexico,"76,205","$54,665",52.10%,1.17%,,,,,,,,,,,,
Pope County,Arkansas,"63,381","$54,606",54.30%,0.83%,,,,,,,,,,,,
Scott County,Indiana,"24,384","$54,583",57.00%,0.63%,,,,,,,,,,,,
Houston County,Texas,"22,066","$54,563",42.70%,0.55%,,,,,,,,,,,,
Lowndes County,Georgia,"118,251","$54,509",54.50%,0.99%,,,,,,,,,,,,
Ohio County,Kentucky,"23,772","$54,369",51.40%,0.55%,,,,,,,,,,,,
Clarke County,Georgia,"128,671","$54,352",61.20%,0.16%,,,,,,,,,,,,
Cass County,Texas,"28,454","$54,328",47.80%,0.42%,,,,,,,,,,,,
Grady County,Georgia,"26,236","$54,312",57.20%,0.28%,,,,,,,,,,,,
Crittenden County,Arkansas,"48,163","$54,271",55.90%,0.19%,,,,,,,,,,,,
Greene County,Tennessee,"70,152","$54,261",51.00%,1.74%,,,,,,,,,,,,
Logan County,Arkansas,"21,131","$54,237",52.60%,0.66%,,,,,,,,,,,,
Boone County,Arkansas,"37,373","$54,195",54.50%,0.65%,,,,,,,,,,,,
Toombs County,Georgia,"27,030","$54,130",54.50%,0.84%,,,,,,,,,,,,
Roscommon County,Michigan,"23,459","$54,106",40.80%,0.76%,,,,,,,,,,,,
Warren County,Tennessee,"40,953","$54,088",54.90%,1.47%,,,,,,,,,,,,
McDuffie County,Georgia,"21,632","$54,058",55.10%,0.50%,,,,,,,,,,,,
Bulloch County,Georgia,"81,099","$54,007",52.00%,0.76%,,,,,,,,,,,,
Marion County,Ohio,"65,359","$53,995",51.60%,0.37%,,,,,,,,,,,,
Athens County,Ohio,"62,431","$53,837",53.60%,2.83%,,,,,,,,,,,,
Burke County,North Carolina,"87,570","$53,739",55.00%,0.41%,,,,,,,,,,,,
White County,Arkansas,"76,822","$53,688",53.80%,1.05%,,,,,,,,,,,,
Carbon County,Utah,"20,412","$53,673",53.30%,0.33%,,,,,,,,,,,,
Hidalgo County,Texas,"870,781","$53,661",56.50%,1.12%,,,,,,,,,,,,
Jackson County,North Carolina,"43,109","$53,479",52.90%,1.44%,,,,,,,,,,,,
Henderson County,Tennessee,"27,842","$53,471",50.00%,0.58%,,,,,,,,,,,,
Macon County,North Carolina,"37,014","$53,298",51.60%,1.14%,,,,,,,,,,,,
Lawrence County,Tennessee,"44,159","$53,233",55.00%,1.31%,,,,,,,,,,,,
Hamblen County,Tennessee,"64,499","$53,210",57.60%,1.58%,,,,,,,,,,,,
Tift County,Georgia,"41,344","$53,165",53.80%,0.52%,,,,,,,,,,,,
Sampson County,North Carolina,"59,036","$53,159",53.30%,0.95%,,,,,,,,,,,,
Brazos County,Texas,"233,849","$53,123",59.70%,1.46%,,,,,,,,,,,,
Obion County,Tennessee,"30,787","$53,102",52.70%,0.12%,,,,,,,,,,,,
Whitman County,Washington,"47,973","$52,893",58.10%,0.89%,,,,,,,,,,,,
Washington County,Florida,"25,318","$52,723",43.80%,0.77%,,,,,,,,,,,,
Hot Spring County,Arkansas,"33,040","$52,644",47.80%,0.33%,,,,,,,,,,,,
Carroll County,Virginia,"29,155","$52,575",50.40%,0.41%,,,,,,,,,,,,
Tattnall County,Georgia,"22,842","$52,351",43.10%,1.25%,,,,,,,,,,,,
Franklin County,Georgia,"23,424","$52,264",50.80%,2.50%,,,,,,,,,,,,
Stephens County,Georgia,"26,784","$52,264",52.40%,1.74%,,,,,,,,,,,,
Washington County,Maine,"31,095","$52,237",48.90%,0.09%,,,,,,,,,,,,
Grant County,Indiana,"66,674","$52,214",52.60%,0.31%,,,,,,,,,,,,
Cameron County,Texas,"421,017","$52,210",56.40%,0.42%,,,,,,,,,,,,
White County,Tennessee,"27,351","$52,206",51.80%,2.36%,,,,,,,,,,,,
Ogemaw County,Michigan,"20,770","$51,983",44.10%,0.34%,,,,,,,,,,,,
Alpena County,Michigan,"28,907","$51,909",49.60%,0.25%,,,,,,,,,,,,
Washington County,Missouri,"23,514","$51,886",48.60%,0.60%,,,,,,,,,,,,
Duplin County,North Carolina,"48,715","$51,880",56.70%,1.17%,,,,,,,,,,,,
Nacogdoches County,Texas,"64,653","$51,718",57.20%,0.58%,,,,,,,,,,,,
Mecklenburg County,Virginia,"30,319","$51,691",48.90%,0.39%,,,,,,,,,,,,
Cherokee County,North Carolina,"28,774","$51,496",47.10%,1.64%,,,,,,,,,,,,
Grainger County,Tennessee,"23,527","$51,351",50.00%,1.97%,,,,,,,,,,,,
Maverick County,Texas,"57,887","$51,270",53.90%,0.23%,,,,,,,,,,,,
Bibb County,Georgia,"157,346","$51,254",53.40%,0.25%,,,,,,,,,,,,
Wilson County,North Carolina,"78,784","$51,247",52.90%,0.83%,,,,,,,,,,,,
Conway County,Arkansas,"20,715","$51,212",51.60%,0.26%,,,,,,,,,,,,
Greene County,North Carolina,"20,451","$50,904",47.40%,0.79%,,,,,,,,,,,,
Upson County,Georgia,"27,700","$50,904",51.70%,0.60%,,,,,,,,,,,,
Ashe County,North Carolina,"26,577","$50,827",48.70%,0%,,,,,,,,,,,,
Otero County,New Mexico,"67,839","$50,762",51.40%,0.46%,,,,,,,,,,,,
Burke County,Georgia,"24,596","$50,739",53.80%,0.02%,,,,,,,,,,,,
McNairy County,Tennessee,"25,866","$50,714",48.50%,0.65%,,,,,,,,,,,,
Decatur County,Georgia,"29,367","$50,485",48.60%,0.23%,,,,,,,,,,,,
Shelby County,Texas,"24,022","$50,436",54.90%,0.49%,,,,,,,,,,,,
Carroll County,Tennessee,"28,440","$50,391",52.40%,1.51%,,,,,,,,,,,,
Campbell County,Tennessee,"39,272","$50,260",49.00%,1.61%,,,,,,,,,,,,
Coffee County,Georgia,"43,092","$50,175",50.40%,0.16%,,,,,,,,,,,,
Emanuel County,Georgia,"22,768","$50,053",51.40%,0.74%,,,,,,,,,,,,
Jasper County,Texas,"32,980","$49,919",47.80%,0.60%,,,,,,,,,,,,
Malheur County,Oregon,"31,571","$49,902",48.10%,0.58%,,,,,,,,,,,,
Clare County,Michigan,"30,856","$49,805",42.60%,0.03%,,,,,,,,,,,,
Laurens County,Georgia,"49,570","$49,705",52.60%,0.46%,,,,,,,,,,,,
Colquitt County,Georgia,"45,898","$49,691",56.80%,0.72%,,,,,,,,,,,,
Wayne County,Georgia,"30,144","$49,562",48.10%,1.99%,,,,,,,,,,,,
Adams County,Ohio,"27,477","$49,521",47.70%,0.22%,,,,,,,,,,,,
Weakley County,Tennessee,"32,902","$49,502",52.10%,0.12%,,,,,,,,,,,,
Hardin County,Tennessee,"26,831","$49,149",47.70%,0.60%,,,,,,,,,,,,
Russell County,Virginia,"25,781","$49,020",42.40%,0.16%,,,,,,,,,,,,
Henry County,Tennessee,"32,199","$48,540",49.00%,0.53%,,,,,,,,,,,,
DeKalb County,Tennessee,"20,080","$48,484",51.10%,1.04%,,,,,,,,,,,,
Edgecombe County,North Carolina,"48,900","$48,480",52.90%,0.91%,,,,,,,,,,,,
Carter County,Tennessee,"56,356","$48,435",48.50%,0.93%,,,,,,,,,,,,
Baxter County,Arkansas,"41,627","$48,427",41.70%,0.90%,,,,,,,,,,,,
Cocke County,Tennessee,"35,999","$48,416",50.50%,1.46%,,,,,,,,,,,,
Columbus County,North Carolina,"50,623","$48,184",47.40%,0.09%,,,,,,,,,,,,
